uid,src_ip,dst_ip,predicted_label,actual_label,ts,service,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,payload_bytes_per_second,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,traffic_direction,attack,attack_type
b_C0OdXN3E2uuSI1lvwc,192.168.100.23,93.184.221.225,1,0,2023-07-08 02:25:56.474266880,ssl,0.068143,8.0,7.0,2.0,4.0,117.400361,102.725316,220.125677,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,2.0,4.0,14.0,76016.733797,64896.0,65535.0,502.0,133.0,client->internet,0,benign
b_CvMwCelOTEbMrNowd,192.168.100.115,192.168.100.218,1,0,2023-07-18 20:45:20.015667968,http,0.588419,13.0,12.0,5.0,5.0,22.093093,20.393624,42.486717,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,18255.692572,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CL8ZVgwiHNxAeS991,192.168.100.23,192.168.100.218,1,0,2023-07-21 04:30:20.112265216,,0.039465,4.0,2.0,0.0,0.0,101.355759,50.677879,152.033638,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
b_CDlpR01ZZw0VRz9LJh,192.168.100.31,192.168.100.218,1,0,2023-07-20 14:25:47.281993984,http,0.349383,11.0,11.0,5.0,4.0,31.484084,31.484084,62.968169,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,21.0,23535.784187,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_C5jYNi3lu1x4wayqKk,192.168.100.23,192.168.100.189,1,0,2023-09-12 23:03:41.004808960,ftp-data,0.051952,7.0,6.0,0.0,4.0,134.739439,115.490948,250.230387,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,0.0,4.0,12.0,610523.647091,64896.0,64320.0,502.0,503.0,client->server,0,benign
b_Cewk5N3GFP6JPXYfq7,192.168.100.49,192.168.100.218,1,0,2023-07-21 13:29:02.496417024,ssl,0.593227,12.0,13.0,5.0,7.0,20.228347,21.914043,42.14239,1.083333,392.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,5.0,7.0,24.0,46838.738345,64896.0,64320.0,544.0,502.0,client->server,0,benign
b_CY4m5G1Kag8HHIvkJf,192.168.100.31,192.168.100.218,1,0,2023-07-21 11:12:39.760559104,,0.132979,4.0,2.0,0.0,0.0,30.079956,15.039978,45.119935,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
Cn3oyy25gnY5ahEkA6,192.168.100.218,192.168.100.49,1,0,2023-09-07 18:28:55.315706880,,0.000402,1.0,1.0,0.0,0.0,2487.724792,2487.724792,4975.449585,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CQI5Z03fmp5l0H0Nyc,192.168.100.104,192.168.100.218,1,0,2023-07-08 12:31:57.918819072,,0.011974,4.0,2.0,0.0,0.0,334.054437,167.027219,501.081656,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
C9xFCy4b1cIG891ipd,192.168.100.218,192.168.100.115,1,0,2023-09-08 02:33:16.509865984,,0.00034,1.0,1.0,0.0,0.0,2941.307153,2941.307153,5882.614306,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
CaElNG2XlDhD4iDBNh,192.168.100.218,192.168.100.99,1,0,2023-09-08 15:48:42.987272960,,0.000308,1.0,1.0,0.0,0.0,3246.365325,3246.365325,6492.73065,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_C2N3DM2nnUeugAyood,192.168.100.49,192.168.100.218,1,0,2023-07-05 21:51:42.712508928,http,0.538613,9.0,9.0,4.0,3.0,16.709583,16.709583,33.419166,1.0,296.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,17.0,17407.672281,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CeqPRw4zlvM89hKCK4,192.168.100.99,192.168.100.218,1,0,2023-07-21 03:55:11.218981120,http,0.391742,10.0,9.0,4.0,3.0,25.527006,22.974305,48.501311,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,18.0,21164.440345,64896.0,64320.0,502.0,502.0,client->server,0,benign
Cf37qW2DlMuzDtPOCb,192.168.100.218,192.168.100.115,1,0,2023-09-08 06:39:49.816222976,,0.001195,1.0,1.0,0.0,0.0,836.685418,836.685418,1673.370836,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CCzKhRZ21XsEv8Qzj,192.168.100.99,88.221.62.65,1,0,2023-07-08 03:12:36.220292096,ssl,19.139445,9.0,8.0,2.0,3.0,0.470233,0.417985,0.888218,0.888889,296.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,2.0,3.0,16.0,66.929841,64896.0,65160.0,503.0,505.0,client->internet,0,benign
b_CFeJAC2NyXqfeg8sia,192.168.100.115,192.168.100.218,1,0,2023-07-18 22:47:57.072344064,http,0.252212,8.0,7.0,3.0,2.0,31.719341,27.754424,59.473765,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,24467.506843,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CVN5o812AlYWcAjLp9,192.168.100.23,192.168.100.218,1,0,2023-07-05 07:13:10.060033024,http,0.345352,8.0,7.0,3.0,2.0,23.164775,20.269178,43.433954,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,12616.11581,64896.0,64320.0,503.0,502.0,client->server,0,benign
C6LrH4460eJ8pH0y6i,192.168.100.218,192.168.100.23,1,0,2023-09-09 22:57:55.199188992,,0.001087,1.0,1.0,0.0,0.0,920.005264,920.005264,1840.010529,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CxWVvXNKFPBy3H2h6,192.168.100.115,192.168.100.218,1,0,2023-07-21 19:29:26.178134016,http,0.244978,10.0,10.0,5.0,4.0,40.82,40.82,81.64,1.0,328.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,19.0,35043.970134,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CSzKon2vu93s6O2qmi,192.168.100.49,192.168.100.218,1,0,2023-07-20 09:22:13.452936960,ssl,0.034732,9.0,8.0,3.0,4.0,259.126259,230.334452,489.460711,0.888889,296.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,3.0,4.0,16.0,386760.337129,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CyOeavoofIgboRpdj,192.168.100.23,192.168.100.218,1,0,2023-07-05 21:42:13.324688896,http,0.281818,8.0,7.0,3.0,2.0,28.3871,24.838712,53.225812,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,18689.356851,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CPDa2B4RfDYQ0uI1b2,192.168.100.31,192.168.100.218,1,0,2023-07-08 05:21:08.252114944,http,0.887144,9.0,9.0,4.0,3.0,10.144913,10.144913,20.289827,1.0,296.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,17.0,9340.083652,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CzrUJEQ2X3FZORP5a,192.168.100.115,192.168.100.218,1,0,2023-07-21 14:53:48.378115840,,0.005068,4.0,2.0,0.0,0.0,789.256057,394.628028,1183.884085,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
b_CN5R8G3xOZYFTYxg83,192.168.100.99,192.168.100.218,1,0,2023-07-18 14:27:50.058520064,http,0.618345,10.0,10.0,5.0,4.0,16.172201,16.172201,32.344402,1.0,328.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,19.0,15117.773515,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_C08Get2RjW2EbUurN6,192.168.100.99,104.200.27.143,1,0,2023-07-18 19:30:38.724930048,ssl,0.530367,10.0,10.0,3.0,6.0,18.854872,18.854872,37.709744,1.0,328.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,3.0,6.0,19.0,15295.072217,64896.0,65160.0,502.0,502.0,client->internet,0,benign
b_CtGMaB4F6RpgExVoWj,192.168.100.115,23.206.22.237,1,0,2023-07-08 06:09:27.999855872,ssl,11.911763,7.0,8.0,2.0,3.0,0.587654,0.671605,1.259259,1.142857,232.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,2.0,3.0,14.0,66.404948,64896.0,65160.0,506.0,506.0,client->internet,0,benign
b_CHKhcy2zxo2TjND0A5,192.168.100.23,23.197.7.132,1,0,2023-07-05 04:19:42.191169024,ssl,17.499984,12.0,11.0,2.0,6.0,0.685715,0.628572,1.314287,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,2.0,6.0,22.0,408.74323,64896.0,65160.0,502.0,506.0,client->internet,0,benign
b_C9wJRh1oRdqJwJkiX8,192.168.100.99,192.168.100.218,1,0,2023-07-18 17:05:47.769392896,ssl,0.358607,13.0,13.0,4.0,8.0,36.251378,36.251378,72.502757,1.0,424.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,4.0,8.0,25.0,161748.073253,64896.0,64320.0,779.0,502.0,client->server,0,benign
b_Cujcyr3yw1r60Efw9a,192.168.100.104,192.168.100.218,1,0,2023-07-21 12:53:47.424465920,http,0.328324,8.0,7.0,3.0,2.0,24.366169,21.320398,45.686567,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,16425.84366,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CdBhep3JA2939ff855,192.168.100.104,192.168.100.218,1,0,2023-07-20 03:29:12.074585856,ssl,0.207478,13.0,13.0,4.0,8.0,62.657232,62.657232,125.314463,1.0,424.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,4.0,8.0,25.0,328617.900435,64896.0,64320.0,959.0,502.0,client->server,0,benign
b_CdKDJI31NS8DONlXv1,192.168.100.49,192.168.100.218,1,0,2023-07-05 16:16:53.362884096,ssl,0.022671,9.0,8.0,3.0,4.0,396.983205,352.87396,749.857165,0.888889,296.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,3.0,4.0,16.0,593048.799335,64896.0,64320.0,502.0,502.0,client->server,0,benign
CU16YVDxrD9rAJxTi,192.168.100.218,192.168.100.104,1,0,2023-09-07 17:37:10.260037888,,0.001234,1.0,1.0,0.0,0.0,810.33694,810.33694,1620.673879,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CaD7Hp4yVnJNNpLNoc,192.168.100.115,192.168.100.218,1,0,2023-07-19 03:08:40.206056192,http,0.410503,10.0,9.0,4.0,3.0,24.360363,21.924327,46.28469,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,18.0,17381.119148,64896.0,64320.0,502.0,502.0,client->server,0,benign
CObS6cAwTSDlF3OCk,192.168.100.218,192.168.100.104,1,0,2023-09-08 00:19:53.959624960,,0.000786,1.0,1.0,0.0,0.0,1272.157719,1272.157719,2544.315438,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
ClLZTX1twe5JTzCFc6,192.168.100.218,192.168.100.31,1,0,2023-09-10 07:15:09.085010176,,0.000281,1.0,1.0,0.0,0.0,3560.529711,3560.529711,7121.059423,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CHM3xh3guG7vVqKc5d,192.168.100.23,192.168.100.218,1,0,2023-07-20 02:00:02.613100032,http,0.006684,5.0,3.0,1.0,0.0,748.047797,448.828678,1196.876476,0.6,168.0,32.0,40.0,104.0,32.0,40.0,2.0,2.0,0.0,1.0,0.0,7.0,61938.357624,64896.0,64320.0,507.0,502.0,client->server,0,benign
b_CqBDYx4AdMgOf6wb1g,192.168.100.49,192.168.100.218,1,0,2023-07-21 11:07:47.879995136,ssl,0.023813,9.0,8.0,3.0,4.0,377.944673,335.95082,713.895494,0.888889,296.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,3.0,4.0,16.0,401041.291963,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CUwPwXIS5B41ZKak4,192.168.100.23,192.168.100.218,1,0,2023-07-05 18:15:23.880592128,http,0.648979,12.0,13.0,6.0,5.0,18.490584,20.031466,38.522051,1.083333,392.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,6.0,5.0,24.0,16667.720923,64896.0,64320.0,502.0,502.0,client->server,0,benign
CR7Duy4yCWlaWqn7Ch,192.168.100.218,192.168.100.115,1,0,2023-09-08 10:17:07.495646976,,0.001142,1.0,1.0,0.0,0.0,875.637578,875.637578,1751.275157,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CHWHxA4aAnVVpolm5i,192.168.100.49,192.168.100.218,1,0,2023-07-05 19:44:27.641352960,http,0.680884,13.0,12.0,5.0,5.0,19.092823,17.624144,36.716967,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,15869.07322,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CL989T31oPoCAvDhU9,192.168.100.31,192.168.100.218,1,0,2023-07-05 05:12:20.001888000,http,0.9704,12.0,11.0,5.0,5.0,12.366036,11.335533,23.70157,0.916667,392.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,22.0,10706.926562,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CQaICgD4ADXrJx5i7,192.168.100.104,130.211.44.5,1,0,2023-07-05 03:41:07.097915904,ssl,3.6715,11.0,11.0,3.0,5.0,2.99605,2.99605,5.992101,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,3.0,5.0,21.0,2543.3745,64896.0,65535.0,502.0,282.0,client->internet,0,benign
b_CUYyNa4xHyUuPRaZ08,192.168.100.104,192.168.100.218,1,0,2023-07-20 17:30:40.423474944,http,0.009537,5.0,3.0,1.0,0.0,524.274893,314.564936,838.839829,0.6,168.0,32.0,40.0,104.0,32.0,40.0,2.0,2.0,0.0,1.0,0.0,7.0,43829.381065,64896.0,64320.0,507.0,502.0,client->server,0,benign
b_CRvufx3SH3P8sG0bx9,192.168.100.31,192.168.100.218,1,0,2023-07-08 01:47:21.154478080,,0.004698,4.0,2.0,0.0,0.0,851.419234,425.709617,1277.128851,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
CVrpW33RlIju97I1u9,192.168.100.218,192.168.100.31,1,0,2023-09-08 10:16:57.128712960,,0.001066,1.0,1.0,0.0,0.0,937.903399,937.903399,1875.806798,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
CbYYTR2nwVIc0iKvi5,192.168.100.218,192.168.100.31,1,0,2023-09-07 01:18:54.852329984,,0.00097,1.0,1.0,0.0,0.0,1030.79479,1030.79479,2061.58958,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CKMBUi1JXRLijX7fn2,192.168.100.104,192.168.100.218,1,0,2023-07-21 11:47:42.655857152,ssl,22.102821,11.0,11.0,3.0,7.0,0.497674,0.497674,0.995348,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,3.0,7.0,21.0,1767.421463,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CuZLrD31Vox5F5HS71,192.168.100.115,130.211.44.5,1,0,2023-07-08 06:39:58.018397184,ssl,3.358158,11.0,11.0,3.0,5.0,3.275605,3.275605,6.551211,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,3.0,5.0,21.0,2856.03011,64896.0,65535.0,502.0,282.0,client->internet,0,benign
b_CGAVEc2FSpUJFmb6Xe,192.168.100.115,192.168.100.218,1,0,2023-07-21 02:46:33.114288128,ssl,0.171781,13.0,13.0,4.0,8.0,75.67783,75.67783,151.355659,1.0,424.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,4.0,8.0,25.0,229885.961241,64896.0,64320.0,513.0,502.0,client->server,0,benign
b_Cuypfj1ncfMDjzYEt,192.168.100.49,192.168.100.218,1,0,2023-07-18 17:07:36.475270912,ssl,0.36904,13.0,13.0,4.0,8.0,35.226533,35.226533,70.453065,1.0,424.0,32.0,40.0,424.0,32.0,40.0,2.0,2.0,0.0,4.0,8.0,25.0,157045.301482,64896.0,64320.0,779.0,502.0,client->server,0,benign
b_CsoZmi1QokTLBUwwYf,192.168.100.99,192.168.100.218,1,0,2023-07-20 17:36:21.975610880,ssl,0.26924,11.0,12.0,5.0,6.0,40.855721,44.569877,85.425598,1.090909,360.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,6.0,22.0,57665.992698,64896.0,64320.0,502.0,502.0,client->server,0,benign
CmwTgv8WeJD4fEgnh,192.168.100.218,192.168.100.49,1,0,2023-09-08 11:16:10.505149952,,0.001023,1.0,1.0,0.0,0.0,977.69324,977.69324,1955.38648,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
a_CEAK033pgtyv1mseB,192.168.100.99,142.250.181.202,1,0,2023-07-11 15:00:34.750960128,http,1.461838,7.0,6.0,1.0,2.0,4.788492,4.104422,8.892914,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,1.0,2.0,12.0,1149.922216,64896.0,65535.0,502.0,261.0,client->internet,0,benign
a_C8b79t1YF3YQdG9MRb,192.168.100.23,142.250.181.202,1,0,2023-07-09 08:59:43.755570944,http,1.326826,7.0,6.0,1.0,2.0,5.275748,4.52207,9.797818,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,1.0,2.0,12.0,1266.933177,64896.0,65535.0,502.0,261.0,client->internet,0,benign
b_CpcSEgSeb5yatng83,192.168.100.115,192.168.100.218,1,0,2023-07-21 17:57:51.049975040,http,1.305128,11.0,11.0,5.0,4.0,8.428291,8.428291,16.856583,1.0,360.0,32.0,40.0,360.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,21.0,8219.882799,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_Cywe5l18L3tZjOVLal,192.168.100.104,192.168.100.218,1,0,2023-07-08 02:29:13.807670016,ssl,0.021819,9.0,8.0,3.0,4.0,412.486871,366.654996,779.141867,0.888889,296.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,3.0,4.0,16.0,615888.730285,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_ChhVyw4FlVzMX9DWDl,192.168.100.104,23.206.22.237,1,0,2023-07-08 07:12:41.251808000,ssl,25.79839,7.0,8.0,2.0,3.0,0.271335,0.310097,0.581432,1.142857,232.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,2.0,3.0,14.0,30.777114,64896.0,65160.0,506.0,505.0,client->internet,0,benign
CYi3gg19jG1boZzkH9,192.168.100.218,192.168.100.23,1,0,2023-09-10 00:52:19.689574912,,0.001289,1.0,1.0,0.0,0.0,775.717403,775.717403,1551.434807,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_C9g6xLesQlvDq4cNj,192.168.100.31,192.168.100.218,1,0,2023-07-06 01:06:14.853463808,http,0.348181,13.0,12.0,5.0,5.0,37.336901,34.464832,71.801733,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,30024.612834,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CZf6Y4o8ZBfHmJJh8,192.168.100.99,192.168.100.218,1,0,2023-07-18 17:48:35.746875136,ssl,0.030135,8.0,7.0,3.0,4.0,265.47278,232.288682,497.761462,0.875,264.0,32.0,40.0,232.0,32.0,40.0,0.0,2.0,1.0,3.0,4.0,14.0,239058.23819,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_C1z6GqY1qrrCueLnk,192.168.100.49,192.168.100.218,1,0,2023-07-20 10:35:23.774313984,http,0.501934,9.0,8.0,4.0,3.0,17.930642,15.938349,33.868991,0.888889,296.0,32.0,40.0,264.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,16.0,15229.092302,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CrQe7H1MJxdApPPM5l,192.168.100.99,192.168.100.218,1,0,2023-07-19 23:57:17.742935040,http,0.462451,9.0,9.0,4.0,3.0,19.461522,19.461522,38.923044,1.0,296.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,17.0,17956.497745,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CO9NydXFRVd5nnee1,192.168.100.23,192.168.100.218,1,0,2023-07-07 21:56:37.809398016,ssl,0.406189,12.0,12.0,4.0,7.0,29.5429,29.5429,59.0858,1.0,392.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,4.0,7.0,23.0,140099.817881,64896.0,64320.0,758.0,502.0,client->server,0,benign
b_CCcV782IXX5AtZhwD4,192.168.100.104,192.168.100.218,1,0,2023-07-19 08:02:35.704307200,http,0.571147,13.0,12.0,5.0,5.0,22.761217,21.010354,43.771571,0.923077,424.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,5.0,5.0,24.0,18312.274494,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CJXthRpsKifEfAJVl,192.168.100.104,192.168.100.218,1,0,2023-07-20 08:51:46.730295040,http,0.327909,10.0,9.0,4.0,3.0,30.496266,27.44664,57.942906,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,3.0,18.0,28700.036314,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_CABjy83dUtBklqS9Aj,192.168.100.104,192.168.100.218,1,0,2023-07-18 18:02:00.027892992,http,0.296327,10.0,10.0,5.0,4.0,33.746517,33.746517,67.493034,1.0,328.0,32.0,40.0,328.0,32.0,40.0,2.0,2.0,0.0,5.0,4.0,19.0,31205.404432,64896.0,64320.0,502.0,502.0,client->server,0,benign
CGjVi32pYPwHggAXi5,192.168.100.218,192.168.100.49,1,0,2023-09-07 02:26:13.480404992,,0.001279,1.0,1.0,0.0,0.0,781.935869,781.935869,1563.871738,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CV8weh3uqNSuDniZMk,192.168.100.104,192.168.100.218,1,0,2023-07-08 02:39:18.316254976,,0.005997,4.0,2.0,0.0,0.0,667.00656,333.50328,1000.50984,0.5,136.0,32.0,40.0,72.0,32.0,40.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,64896.0,64320.0,507.0,503.0,client->server,0,benign
b_Cs6rQn3rKQhdFh0IMb,192.168.100.115,192.168.100.218,1,0,2023-07-05 13:30:10.118233856,ssl,16.203338,12.0,12.0,4.0,8.0,0.740588,0.740588,1.481176,1.0,392.0,32.0,40.0,392.0,32.0,40.0,2.0,2.0,0.0,4.0,8.0,23.0,2752.766103,64896.0,64320.0,575.0,502.0,client->server,0,benign
b_CnevPg1gGH1Kr5gtph,192.168.100.23,192.168.100.218,1,0,2023-07-20 02:13:41.735714816,http,0.097349,7.0,6.0,2.0,2.0,71.906111,61.633809,133.53992,0.857143,232.0,32.0,40.0,200.0,32.0,40.0,2.0,2.0,0.0,2.0,2.0,12.0,17391.006564,64896.0,64320.0,503.0,502.0,client->server,0,benign
b_CcsUg9cS5NXqMYiE8,192.168.100.31,192.168.100.218,1,0,2023-07-20 15:01:48.047576832,ssl,0.11964,8.0,7.0,3.0,3.0,66.867206,58.508805,125.376011,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,3.0,14.0,19124.020892,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_C7BRBB4ieWOYxYHUwf,192.168.100.31,192.168.100.218,1,0,2023-07-08 12:38:24.627265024,ssl,13.538964,10.0,9.0,4.0,4.0,0.738609,0.664748,1.403357,0.9,328.0,32.0,40.0,296.0,32.0,40.0,2.0,2.0,0.0,4.0,4.0,18.0,289.608569,64896.0,64320.0,502.0,502.0,client->server,0,benign
b_Cp827x3uZyTOnFdmr7,192.168.100.115,192.168.100.218,1,0,2023-07-18 14:53:33.094336000,http,0.244604,8.0,7.0,3.0,2.0,32.705942,28.617699,61.323641,0.875,264.0,32.0,40.0,232.0,32.0,40.0,2.0,2.0,0.0,3.0,2.0,14.0,20437.125353,64896.0,64320.0,503.0,502.0,client->server,0,benign
CcHBsg36fUezHxSKo8,192.168.100.218,192.168.100.23,1,0,2023-09-09 17:36:31.665744896,,0.001126,1.0,1.0,0.0,0.0,888.059284,888.059284,1776.118569,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
CDZSha3lAoofPGkQkg,192.168.100.218,192.168.100.23,1,0,2023-09-10 12:54:32.344377088,,0.001207,1.0,1.0,0.0,0.0,828.58633,828.58633,1657.172659,1.0,40.0,40.0,40.0,20.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,64896.0,0.0,64896.0,0.0,server->client,0,benign
b_CKkzhY336GYBxBUbRe,192.168.100.23,192.168.100.218,1,0,2023-07-19 04:04:42.068119040,http,0.009176,5.0,3.0,1.0,0.0,544.898797,326.939278,871.838075,0.6,168.0,32.0,40.0,104.0,32.0,40.0,2.0,2.0,0.0,1.0,0.0,7.0,46425.377504,64896.0,64320.0,507.0,502.0,client->server,0,benign
